BOAMP_AVIS_NUM,D_14_01_Conditionparticipationsystmequalif_Conditions,D_14_02_Conditionparticipationsystmequalif_Methodeverification
18-94551,"Négociation/Régularisation : En application des articles 55 et 59-III du décret 2016-360, le pouvoir adjudicateur se laisse la possibilité d'engager la régularisation de toute candidature ou offre irrégulière ou inacceptable. Après examen des offres et conformément aux articles 27 et 59 III et IV du décret 2016-360, le pouvoir adjudicateur se réserve la possibilité d'engager des négociations sur tout ou partie des éléments de l'offre avec les trois premiers candidats au classement.",
18-99409,"Offre économiquement la plus avantageuse en fonction des critères énoncées ci-après, avec leur pondération.la valeur technique appréciée sur la base du descriptif technique et l'expérience des personnes chargées de la mission : 60%le prix des prestations : 40%",
