BOAMP_AVIS_NUM,D_19_01_Annexed2_Infructueux,D_19_02_Annexed2_Recherche,D_19_03_Annexed2_Raisonstechniques,D_19_04_Annexed2_Raisonsartistiques,D_19_05_Annexed2_Proprieteintellectuelle,D_19_06_Annexed2_Urgenceimperieuse,D_19_07_Annexed2_Marchecomplementaire,D_19_08_Annexed2_Prestationsidentiques,D_19_09_Annexed2_Laureatsconcours,D_19_10_Annexed2_Matierespremieres,D_19_11_Annexed2_Cessationactivite,D_19_12_Annexed2_Liquidateurs,D_19_13_Annexed2_Achatopportunite,D_19_14_Annexed2_Horsscope,D_19_15_Annexed2_Explication
18-166262,,,False,,True,,,,,,,,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">La société A2i, détient les droits exclusifs de distribution, de mise en oeuvre et de maintenance sur le logiciel : A2iSuper.Ce produit est protégé par le Code de la Propriété Intellectuelle.</EXPLICATION>"
18-171893,,,False,,False,,,,,,,,,True,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Le marché ne relève pas du champ d'application de la directive:Ce marché est passé selon la procédure adaptée en application de l'article 27 du décret du 25 mars 2016 relatifs aux marchés publics français car le montant est inférieur aux seuils européens mentionnés à l'article 42 de l'ordonnance  du 23 juillet 2015. De ce fait, il n'est pas soumis à l'obligation de publication d'un avis d'appel public à la concurrence au JOUE en vertu de l'article 26 du décret du 25 mars 2016. Avis initial publié au BOAMP N° 18-60673 le 3 mai 2018</EXPLICATION>"
