BOAMP_AVIS_NUM,D_14_01_Conditionparticipationsystmequalif_Conditions,D_14_02_Conditionparticipationsystmequalif_Methodeverification
18-109638,"Conformément aux dispositions de l'article L 271-6 du code de la construction et de l'habitation, le titulaire du marché devra présenter les garanties de compétence et disposer d'une organisation et de moyens appropriés à l'accomplissement de la mission de mesurage des logements.",
