BOAMP_AVIS_NUM,D_19_01_Annexed2_Infructueux,D_19_02_Annexed2_Recherche,D_19_03_Annexed2_Raisonstechniques,D_19_04_Annexed2_Raisonsartistiques,D_19_05_Annexed2_Proprieteintellectuelle,D_19_06_Annexed2_Urgenceimperieuse,D_19_07_Annexed2_Marchecomplementaire,D_19_08_Annexed2_Prestationsidentiques,D_19_09_Annexed2_Laureatsconcours,D_19_10_Annexed2_Matierespremieres,D_19_11_Annexed2_Cessationactivite,D_19_12_Annexed2_Liquidateurs,D_19_13_Annexed2_Achatopportunite,D_19_14_Annexed2_Horsscope,D_19_15_Annexed2_Explication
18-154073,,,False,,True,,,,,,,,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Le système Sae-Iv permet de suivre en temps réel, les services commerciaux Bus/Tram.Les études ont débuté fin 2008. Les installations et mises en service ont démarré en janvier 2010 et se sont poursuivies jusqu'à la fin mars 2011.A la fin août 2018, le système est déployé (chiffres évolutifs) :-Pour la partie Sae, sur 570 bus, 24 rames Tram et 110 véhicules de service/intervention ;-Pour la partie Iv, sur 245 Bornes d'informations Voyageurs et 10 gares d'échange (y compris la sonorisation).Il comprend en outre une informatique centrale (serveurs dédiés) et 25 postes utilisateurs.Dans le cadre de sa mission d'exploitant, Tisséo Epic a en charge la maintenance du Sae-Iv à l'issue des garanties.La solution Sae livrée à Toulouse est issue de la gamme des systèmes définis et adaptés par Ineo Systrans pour ses clients.Chaque version du système consiste en une architecture distribuée. Elle s'appuie sur des équipements et des logiciels spécifiques développés par Ineo Systrans. Une part importante d'adaptations reste néanmoins toujours nécessaire lors de l'assemblage de l'architecture pour la faire fonctionner selon les règles d'exploitation et les modalités tarifaires de l'exploitant cible.En tant que constructeur, intégrateur et concepteur du système d'une part, et compte tenu de la spécificité des périmètres logiciels et des matériels associés d'autre part, Ineo Systrans est la seule société, pour des raisons tenant d'une part à la protection de droits d'exclusivité et d'autre part pour des raisons techniques, à pouvoir assurer l'ensemble des prestations objet du marché</EXPLICATION>"
18-157687,,,True,,False,,,,,,,,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Le progiciel TEEXMA est un progiciel propriétaire de la société BASSETTI</EXPLICATION>"
18-163913,"<?xml version=""1.0"" encoding=""UTF-16""?>
<INFRUCTUEUX xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,False,,False,,,,,,,,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Aucune offre reçue dans le cadre dune consultation précédente en appel doffres ouvert.</EXPLICATION>"
